행 ID,주문 ID,주문 날짜,배송 날짜,배송 형태,고객 ID,고객 이름,세그먼트,도시,시/도,국가/지역,지역,제품 ID,범주,하위 범주,제품 이름,매출,수량,할인율,수익
10113,IN-2020-82519,2020-04-12,2020-04-18,표준 등급,CA-12775,Cynthia Arntzen,일반 소비자,Christchurch,Canterbury,New Zealand,오세아니아,OFF-FA-10002965,사무용품,잠금장치,"Accos Clamps, Bulk Pack",38.76,2,0,10.44
10114,IN-2020-83485,2020-06-28,2020-07-02,표준 등급,DL-12925,Daniel Lacy,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,OFF-FA-10000197,사무용품,잠금장치,"Stockwell Rubber Bands, Assorted Sizes",27.18,2,0,4.86
10115,IN-2020-83485,2020-06-28,2020-07-02,표준 등급,DL-12925,Daniel Lacy,일반 소비자,Wellington,Wellington,New Zealand,오세아니아,FUR-BO-10002793,가구,책장,"Safco Floating Shelf Set, Traditional",1573.92,8,0,786.96
10116,ID-2020-83079,2020-12-11,2020-12-15,표준 등급,NF-18385,Natalie Fritzler,일반 소비자,Cairns,Queensland,Australia,오세아니아,TEC-PH-10001961,기술,전화기,"Cisco Speaker Phone, Full Size",83.862,1,0.4,-26.568
10117,ID-2020-83079,2020-12-11,2020-12-15,표준 등급,NF-18385,Natalie Fritzler,일반 소비자,Cairns,Queensland,Australia,오세아니아,FUR-CH-10001191,가구,의자,"Hon Bag Chairs, Adjustable",57.168,2,0.4,-15.252
10118,ID-2019-86320,2019-11-17,2019-11-22,2등급,MC-17575,Matt Collins,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,TEC-CO-10003349,기술,복사기,"Hewlett Copy Machine, Color",318.132,2,0.4,-196.188
10119,ID-2019-86320,2019-11-17,2019-11-22,2등급,MC-17575,Matt Collins,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-BI-10001097,사무용품,바인더,"Ibico 3-Hole Punch, Durable",76.68,4,0.4,-20.52
10120,ID-2019-86320,2019-11-17,2019-11-22,2등급,MC-17575,Matt Collins,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-FA-10002717,사무용품,잠금장치,"OIC Rubber Bands, Metal",41.256,4,0.4,-26.904
10121,IN-2020-85795,2020-09-10,2020-09-14,표준 등급,HR-14830,Harold Ryan,기업,Wollongong,New South Wales,Australia,오세아니아,FUR-CH-10004751,가구,의자,"Hon Steel Folding Chair, Black",157.98,2,0,22.08
10122,ID-2019-84171,2019-07-04,2019-07-09,표준 등급,AF-10870,Art Ferguson,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-EN-10004840,사무용품,봉투,"Jiffy Clasp Envelope, Security-Tint",39.312,6,0.4,-13.248
10123,ID-2019-84171,2019-07-04,2019-07-09,표준 등급,AF-10870,Art Ferguson,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-PA-10002585,사무용품,용지,"Eaton Memo Slips, Multicolor",36.36,4,0.4,-5.52
10124,ID-2019-84171,2019-07-04,2019-07-09,표준 등급,AF-10870,Art Ferguson,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-AR-10003157,사무용품,미술용품,"Sanford Highlighters, Easy-Erase",19.224,2,0.4,-11.556
10125,ID-2019-84171,2019-07-04,2019-07-09,표준 등급,AF-10870,Art Ferguson,일반 소비자,Brisbane,Queensland,Australia,오세아니아,OFF-FA-10000122,사무용품,잠금장치,"Advantus Paper Clips, Assorted Sizes",27.36,4,0.4,-17.88
10126,IN-2020-84752,2020-12-05,2020-12-11,표준 등급,DL-13315,Delfina Latchford,일반 소비자,Porirua,Wellington,New Zealand,오세아니아,OFF-FA-10003897,사무용품,잠금장치,"Stockwell Push Pins, Metal",112.8,8,0,46.08
10127,IN-2020-81560,2020-09-15,2020-09-19,2등급,BN-11470,Brad Norvell,기업,Christchurch,Canterbury,New Zealand,오세아니아,FUR-CH-10003875,가구,의자,"Office Star Swivel Stool, Set of Two",704.76,4,0,0
10128,ID-2021-85655,2021-05-07,2021-05-11,표준 등급,BM-11785,Bryan Mills,일반 소비자,Bundaberg,Queensland,Australia,오세아니아,FUR-CH-10001317,가구,의자,"Harbour Creations Rocking Chair, Red",88.254,1,0.4,-20.616
10129,ID-2021-85655,2021-05-07,2021-05-11,표준 등급,BM-11785,Bryan Mills,일반 소비자,Bundaberg,Queensland,Australia,오세아니아,OFF-AR-10000205,사무용품,미술용품,"BIC Canvas, Easy-Erase",32.382,1,0.4,-7.038
10130,ID-2018-84514,2018-06-28,2018-07-02,표준 등급,KW-16570,Kelly Williams,일반 소비자,Mackay,Queensland,Australia,오세아니아,OFF-LA-10001229,사무용품,레이블,"Hon Removable Labels, Adjustable",12.78,2,0.4,-3.42
10131,IN-2019-81413,2019-11-10,2019-11-15,표준 등급,GA-14725,Guy Armstrong,일반 소비자,Rotorua,Bay of Plenty,New Zealand,오세아니아,OFF-BI-10004185,사무용품,바인더,"Cardinal Binder, Durable",61.32,4,0,17.76
10132,IN-2021-83919,2021-07-02,2021-07-06,표준 등급,RB-19330,Randy Bradley,일반 소비자,Wagga Wagga,New South Wales,Australia,오세아니아,TEC-AC-10004393,기술,액세서리,"Belkin Flash Drive, Programmable",260.64,6,0,44.28
10133,IN-2021-83919,2021-07-02,2021-07-06,표준 등급,RB-19330,Randy Bradley,일반 소비자,Wagga Wagga,New South Wales,Australia,오세아니아,TEC-CO-10003217,기술,복사기,"Canon Wireless Fax, Laser",757.32,2,0,136.26
10134,IN-2021-83919,2021-07-02,2021-07-06,표준 등급,RB-19330,Randy Bradley,일반 소비자,Wagga Wagga,New South Wales,Australia,오세아니아,TEC-AC-10002389,기술,액세서리,"Enermax Mouse, USB",162,4,0,38.88
10135,IN-2021-83919,2021-07-02,2021-07-06,표준 등급,RB-19330,Randy Bradley,일반 소비자,Wagga Wagga,New South Wales,Australia,오세아니아,TEC-PH-10001961,기술,전화기,"Cisco Speaker Phone, Full Size",139.77,1,0,29.34
10136,IN-2021-83919,2021-07-02,2021-07-06,표준 등급,RB-19330,Randy Bradley,일반 소비자,Wagga Wagga,New South Wales,Australia,오세아니아,OFF-FA-10002790,사무용품,잠금장치,"Stockwell Push Pins, 12 Pack",53.64,4,0,26.76
10137,ID-2020-82932,2020-08-30,2020-09-04,표준 등급,LW-16825,Laurel Workman,기업,Auckland,Auckland,New Zealand,오세아니아,OFF-EN-10002061,사무용품,봉투,"Cameo Mailers, Set of 50",320.544,14,0.4,-5.376
10138,ID-2020-82932,2020-08-30,2020-09-04,표준 등급,LW-16825,Laurel Workman,기업,Auckland,Auckland,New Zealand,오세아니아,OFF-SU-10004048,사무용품,사무용품,"Kleencut Shears, High Speed",56.124,2,0.4,-27.156
10139,ID-2019-85263,2019-01-24,2019-01-24,당일,EL-13735,Ed Ludwig,홈 오피스,Auckland,Auckland,New Zealand,오세아니아,OFF-SU-10001488,사무용품,사무용품,"Stiletto Scissors, Steel",165.672,12,0.4,-105.048
10140,ID-2021-83324,2021-08-26,2021-08-29,1등급,TZ-21445,Tom Zandusky,기업,Bendigo,Victoria,Australia,오세아니아,FUR-BO-10000321,가구,책장,"Dania Floating Shelf Set, Mobile",274.992,4,0.6,-158.208
10141,ID-2018-81588,2018-11-30,2018-12-06,표준 등급,NB-18580,Nicole Brennan,기업,Nelson,Nelson,New Zealand,오세아니아,TEC-AC-10004334,기술,액세서리,"Belkin Mouse, Programmable",101.304,4,0.4,-44.016
10142,ID-2018-81588,2018-11-30,2018-12-06,표준 등급,NB-18580,Nicole Brennan,기업,Nelson,Nelson,New Zealand,오세아니아,OFF-AR-10001129,사무용품,미술용품,"Stanley Pens, Easy-Erase",12.384,2,0.4,-1.056
10143,ID-2018-81588,2018-11-30,2018-12-06,표준 등급,NB-18580,Nicole Brennan,기업,Nelson,Nelson,New Zealand,오세아니아,FUR-FU-10000067,가구,사무용 집기,"Rubbermaid Photo Frame, Duo Pack",248.688,8,0.4,32.928
10144,IN-2019-84773,2019-01-17,2019-01-22,2등급,EM-13960,Eric Murdock,일반 소비자,Lower Hutt,Wellington,New Zealand,오세아니아,TEC-AC-10000474,기술,액세서리,"Logitech Flash Drive, USB",184.32,6,0,77.4
10145,IN-2019-84773,2019-01-17,2019-01-22,2등급,EM-13960,Eric Murdock,일반 소비자,Lower Hutt,Wellington,New Zealand,오세아니아,TEC-MA-10001966,기술,사무기기,"Epson Card Printer, Durable",340.14,2,0,54.42
10146,IN-2019-84773,2019-01-17,2019-01-22,2등급,EM-13960,Eric Murdock,일반 소비자,Lower Hutt,Wellington,New Zealand,오세아니아,TEC-PH-10004553,기술,전화기,"Cisco Audio Dock, VoIP",728.64,4,0,225.84
10147,IN-2018-82337,2018-09-02,2018-09-06,표준 등급,DL-12865,Dan Lawera,일반 소비자,New Plymouth,Taranaki,New Zealand,오세아니아,FUR-FU-10001098,가구,사무용 집기,"Deflect-O Door Stop, Black",87.9,2,0,21.96
10148,ID-2018-82785,2018-10-21,2018-10-25,표준 등급,KT-16480,Kean Thornton,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-FA-10000197,사무용품,잠금장치,"Stockwell Rubber Bands, Assorted Sizes",8.154,1,0.4,-3.006
10149,ID-2018-82785,2018-10-21,2018-10-25,표준 등급,KT-16480,Kean Thornton,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,OFF-EN-10000824,사무용품,봉투,"GlobeWeis Manila Envelope, Security-Tint",142.992,8,0.4,-95.328
10150,IN-2021-80888,2021-11-05,2021-11-08,2등급,JP-16135,Julie Prescott,홈 오피스,Wellington,Wellington,New Zealand,오세아니아,OFF-BI-10002277,사무용품,바인더,"Wilson Jones 3-Hole Punch, Recycled",56.7,2,0,27.78
10151,IN-2021-80888,2021-11-05,2021-11-08,2등급,JP-16135,Julie Prescott,홈 오피스,Wellington,Wellington,New Zealand,오세아니아,OFF-PA-10000655,사무용품,용지,"Enermax Parchment Paper, Multicolor",33.6,2,0,4.02
10152,IN-2020-82505,2020-06-12,2020-06-15,2등급,NC-18625,Noah Childs,기업,Wellington,Wellington,New Zealand,오세아니아,TEC-PH-10004940,기술,전화기,"Nokia Signal Booster, with Caller ID",546,4,0,60
10153,IN-2020-82505,2020-06-12,2020-06-15,2등급,NC-18625,Noah Childs,기업,Wellington,Wellington,New Zealand,오세아니아,OFF-BI-10003633,사무용품,바인더,"Avery Binding Machine, Economy",97.68,2,0,13.62
10154,IN-2020-82505,2020-06-12,2020-06-15,2등급,NC-18625,Noah Childs,기업,Wellington,Wellington,New Zealand,오세아니아,OFF-EN-10002522,사무용품,봉투,"Ames Mailers, Security-Tint",153,4,0,73.44
10155,IN-2020-82505,2020-06-12,2020-06-15,2등급,NC-18625,Noah Childs,기업,Wellington,Wellington,New Zealand,오세아니아,OFF-LA-10003444,사무용품,레이블,"Smead Legal Exhibit Labels, Alphabetical",65.52,6,0,22.14
10156,ID-2018-80230,2018-01-03,2018-01-09,표준 등급,KL-16645,Ken Lonsdale,일반 소비자,Papakura,Auckland,New Zealand,오세아니아,TEC-CO-10004182,기술,복사기,"Hewlett Wireless Fax, Laser",912.456,4,0.4,-319.464
10157,ID-2018-80230,2018-01-03,2018-01-09,표준 등급,KL-16645,Ken Lonsdale,일반 소비자,Papakura,Auckland,New Zealand,오세아니아,FUR-CH-10000214,가구,의자,"Hon Rocking Chair, Set of Two",159.444,2,0.4,-95.676
10158,ID-2018-80230,2018-01-03,2018-01-09,표준 등급,KL-16645,Ken Lonsdale,일반 소비자,Papakura,Auckland,New Zealand,오세아니아,FUR-CH-10000666,가구,의자,"SAFCO Chairmat, Black",68.868,2,0.4,-26.412
10159,ID-2018-80230,2018-01-03,2018-01-09,표준 등급,KL-16645,Ken Lonsdale,일반 소비자,Papakura,Auckland,New Zealand,오세아니아,TEC-AC-10002881,기술,액세서리,"Belkin Numeric Keypad, Bluetooth",69.3,2,0.4,3.42
10160,IN-2019-82729,2019-05-31,2019-06-05,표준 등급,GH-14485,Gene Hale,기업,Newcastle,New South Wales,Australia,오세아니아,OFF-BI-10004741,사무용품,바인더,"Acco Binder, Durable",33.3,2,0,8.94
10161,IN-2020-83352,2020-02-17,2020-02-23,표준 등급,JD-16015,Joy Daniels,일반 소비자,Christchurch,Canterbury,New Zealand,오세아니아,OFF-BI-10001858,사무용품,바인더,"Ibico Binding Machine, Durable",211.68,4,0,86.76
10162,IN-2021-84234,2021-12-04,2021-12-09,2등급,DB-13615,Doug Bickford,일반 소비자,Alice Springs,Northern Territory,Australia,오세아니아,OFF-ST-10002028,사무용품,보관함,"Fellowes File Cart, Single Width",274.68,2,0,137.34
10163,IN-2021-84234,2021-12-04,2021-12-09,2등급,DB-13615,Doug Bickford,일반 소비자,Alice Springs,Northern Territory,Australia,오세아니아,OFF-AR-10000603,사무용품,미술용품,"Boston Highlighters, Water Color",132.3,6,0,10.44
10164,IN-2021-84234,2021-12-04,2021-12-09,2등급,DB-13615,Doug Bickford,일반 소비자,Alice Springs,Northern Territory,Australia,오세아니아,OFF-FA-10002965,사무용품,잠금장치,"Accos Clamps, Bulk Pack",77.52,4,0,20.88
10165,IN-2018-82708,2018-10-08,2018-10-13,표준 등급,AH-10075,Adam Hart,기업,Wollongong,New South Wales,Australia,오세아니아,OFF-LA-10001187,사무용품,레이블,"Smead Color Coded Labels, Alphabetical",51.48,4,0,14.4
10166,IN-2018-82708,2018-10-08,2018-10-13,표준 등급,AH-10075,Adam Hart,기업,Wollongong,New South Wales,Australia,오세아니아,OFF-BI-10002533,사무용품,바인더,"Wilson Jones Binding Machine, Economy",97.92,2,0,1.92
10167,IN-2018-82708,2018-10-08,2018-10-13,표준 등급,AH-10075,Adam Hart,기업,Wollongong,New South Wales,Australia,오세아니아,OFF-FA-10001152,사무용품,잠금장치,"Stockwell Clamps, Metal",151.68,8,0,8.88
10168,ID-2019-83870,2019-10-27,2019-11-02,표준 등급,PF-19120,Peter Fuller,일반 소비자,Papakura,Auckland,New Zealand,오세아니아,TEC-CO-10003561,기술,복사기,"Sharp Copy Machine, Color",1140.48,8,0.4,-418.32
10169,ID-2018-84738,2018-08-30,2018-09-03,표준 등급,SH-20395,Shahid Hopkins,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,TEC-AC-10002756,기술,액세서리,"SanDisk Keyboard, Bluetooth",97.776,2,0.4,-26.124
10170,ID-2018-84738,2018-08-30,2018-09-03,표준 등급,SH-20395,Shahid Hopkins,일반 소비자,Auckland,Auckland,New Zealand,오세아니아,TEC-AC-10000218,기술,액세서리,"SanDisk Numeric Keypad, USB",63.792,2,0.4,-11.748
10171,IN-2021-84150,2021-03-07,2021-03-12,표준 등급,CS-11845,Cari Sayre,기업,Orange,New South Wales,Australia,오세아니아,TEC-AC-10002756,기술,액세서리,"SanDisk Keyboard, Bluetooth",81.48,1,0,19.53
10172,IN-2020-83772,2020-01-26,2020-01-31,표준 등급,TS-21205,Thomas Seio,기업,Palmerston North,Manawatu-Wanganui,New Zealand,오세아니아,FUR-FU-10002185,가구,사무용 집기,"Eldon Photo Frame, Durable",110.28,2,0,55.14
10173,IN-2020-83772,2020-01-26,2020-01-31,표준 등급,TS-21205,Thomas Seio,기업,Palmerston North,Manawatu-Wanganui,New Zealand,오세아니아,OFF-SU-10000180,사무용품,사무용품,"Acme Shears, Serrated",93.24,2,0,10.2
10174,IN-2020-83772,2020-01-26,2020-01-31,표준 등급,TS-21205,Thomas Seio,기업,Palmerston North,Manawatu-Wanganui,New Zealand,오세아니아,FUR-CH-10002589,가구,의자,"SAFCO Steel Folding Chair, Red",171.42,2,0,34.26
10175,ID-2020-83996,2020-09-14,2020-09-20,표준 등급,MG-17875,Michael Grace,홈 오피스,Perth,Western Australia,Australia,오세아니아,OFF-EN-10004309,사무용품,봉투,"GlobeWeis Business Envelopes, Recycled",19.368,2,0.4,-2.292
10176,ID-2020-83996,2020-09-14,2020-09-20,표준 등급,MG-17875,Michael Grace,홈 오피스,Perth,Western Australia,Australia,오세아니아,OFF-SU-10004630,사무용품,사무용품,"Acme Shears, Steel",59.184,2,0.4,-16.776
10177,IN-2021-83233,2021-03-28,2021-04-01,표준 등급,RP-19390,Resi Pölking,일반 소비자,Canberra,Australian Capital Territory,Australia,오세아니아,OFF-SU-10001066,사무용품,사무용품,"Kleencut Box Cutter, Easy Grip",72.54,2,0,7.92
10178,IN-2021-83233,2021-03-28,2021-04-01,표준 등급,RP-19390,Resi Pölking,일반 소비자,Canberra,Australian Capital Territory,Australia,오세아니아,FUR-BO-10003713,가구,책장,"Sauder Corner Shelving, Mobile",599.28,4,0,17.88
10179,IN-2019-84157,2019-10-27,2019-10-31,2등급,RW-19540,Rick Wilson,기업,Burnie,Tasmania,Australia,오세아니아,OFF-PA-10004287,사무용품,용지,"Enermax Message Books, Recycled",89.64,4,0,5.28
10180,IN-2019-84157,2019-10-27,2019-10-31,2등급,RW-19540,Rick Wilson,기업,Burnie,Tasmania,Australia,오세아니아,TEC-PH-10004144,기술,전화기,"Apple Speaker Phone, Full Size",498.36,4,0,119.52
10181,IN-2019-84157,2019-10-27,2019-10-31,2등급,RW-19540,Rick Wilson,기업,Burnie,Tasmania,Australia,오세아니아,OFF-EN-10004684,사무용품,봉투,"GlobeWeis Mailers, with clear poly window",252.54,6,0,50.4
10182,IN-2021-84458,2021-09-24,2021-09-28,표준 등급,JD-15895,Jonathan Doherty,기업,Newcastle,New South Wales,Australia,오세아니아,OFF-EN-10004801,사무용품,봉투,"Ames Clasp Envelope, Security-Tint",19.2,2,0,2.28
10183,IN-2021-84458,2021-09-24,2021-09-28,표준 등급,JD-15895,Jonathan Doherty,기업,Newcastle,New South Wales,Australia,오세아니아,FUR-CH-10001187,가구,의자,"Novimex Chairmat, Set of Two",351.54,6,0,129.96
10184,IN-2021-84458,2021-09-24,2021-09-28,표준 등급,JD-15895,Jonathan Doherty,기업,Newcastle,New South Wales,Australia,오세아니아,TEC-PH-10002699,기술,전화기,"Cisco Signal Booster, Full Size",306.24,2,0,30.6
10185,ID-2021-85879,2021-11-18,2021-11-22,표준 등급,LW-17215,Luke Weiss,일반 소비자,Rockhampton,Queensland,Australia,오세아니아,OFF-FA-10000059,사무용품,잠금장치,"Stockwell Clamps, Bulk Pack",45.216,4,0.4,-4.584
10186,IN-2021-80615,2021-07-09,2021-07-13,표준 등급,SJ-20500,Shirley Jackson,일반 소비자,Christchurch,Canterbury,New Zealand,오세아니아,OFF-LA-10002337,사무용품,레이블,"Smead Shipping Labels, 5000 Label Set",24,2,0,10.8
10187,IN-2019-84955,2019-09-15,2019-09-18,2등급,CC-12145,Charles Crestani,일반 소비자,Sydney,New South Wales,Australia,오세아니아,OFF-EN-10000507,사무용품,봉투,"GlobeWeis Peel and Seal, Set of 50",85.56,4,0,23.04
10188,IN-2019-84955,2019-09-15,2019-09-18,2등급,CC-12145,Charles Crestani,일반 소비자,Sydney,New South Wales,Australia,오세아니아,OFF-SU-10004873,사무용품,사무용품,"Fiskars Box Cutter, Easy Grip",74.28,2,0,16.32
10189,IN-2019-84955,2019-09-15,2019-09-18,2등급,CC-12145,Charles Crestani,일반 소비자,Sydney,New South Wales,Australia,오세아니아,TEC-AC-10003626,기술,액세서리,"Enermax Numeric Keypad, Bluetooth",229.32,4,0,9.12
10190,IN-2019-84955,2019-09-15,2019-09-18,2등급,CC-12145,Charles Crestani,일반 소비자,Sydney,New South Wales,Australia,오세아니아,OFF-ST-10004374,사무용품,보관함,"Smead File Cart, Single Width",515.52,4,0,108.24
10191,IN-2019-84955,2019-09-15,2019-09-18,2등급,CC-12145,Charles Crestani,일반 소비자,Sydney,New South Wales,Australia,오세아니아,TEC-PH-10000412,기술,전화기,"Cisco Office Telephone, Full Size",163.5,2,0,52.32
10192,IN-2018-81077,2018-12-14,2018-12-18,표준 등급,MD-17860,Michael Dominguez,기업,Auckland,Auckland,New Zealand,오세아니아,OFF-EN-10002911,사무용품,봉투,"Ames Manila Envelope, with clear poly window",67.752,4,0.4,1.032
10193,IN-2018-85991,2018-12-17,2018-12-23,표준 등급,VW-21775,Victoria Wilson,기업,Hamilton,Waikato,New Zealand,오세아니아,OFF-AR-10000676,사무용품,미술용품,"Sanford Markers, Blue",93,4,0,16.68
10194,IN-2018-85991,2018-12-17,2018-12-23,표준 등급,VW-21775,Victoria Wilson,기업,Hamilton,Waikato,New Zealand,오세아니아,FUR-FU-10000657,가구,사무용 집기,"Eldon Door Stop, Black",100.32,2,0,19.02
10195,IN-2018-85991,2018-12-17,2018-12-23,표준 등급,VW-21775,Victoria Wilson,기업,Hamilton,Waikato,New Zealand,오세아니아,FUR-TA-10000164,가구,테이블,"Lesro Training Table, Fully Assembled",1081.08,4,0,43.2
10196,IN-2018-86460,2018-10-14,2018-10-16,2등급,JJ-15760,Joel Jenkins,홈 오피스,Rockhampton,Queensland,Australia,오세아니아,OFF-PA-10003033,사무용품,용지,"Enermax Parchment Paper, Recycled",18.36,2,0.4,2.7
10197,IN-2018-86460,2018-10-14,2018-10-16,2등급,JJ-15760,Joel Jenkins,홈 오피스,Rockhampton,Queensland,Australia,오세아니아,FUR-CH-10004751,가구,의자,"Hon Steel Folding Chair, Black",189.576,4,0.4,-82.224
10198,IN-2018-86460,2018-10-14,2018-10-16,2등급,JJ-15760,Joel Jenkins,홈 오피스,Rockhampton,Queensland,Australia,오세아니아,OFF-AR-10004748,사무용품,미술용품,"Boston Pencil Sharpener, Easy-Erase",72.504,4,0.4,4.824
10199,IN-2018-86460,2018-10-14,2018-10-16,2등급,JJ-15760,Joel Jenkins,홈 오피스,Rockhampton,Queensland,Australia,오세아니아,OFF-ST-10000661,사무용품,보관함,"Tenex Box, Industrial",61.128,6,0.4,-25.632
10200,IN-2018-86460,2018-10-14,2018-10-16,2등급,JJ-15760,Joel Jenkins,홈 오피스,Rockhampton,Queensland,Australia,오세아니아,FUR-BO-10001370,가구,책장,"Sauder Classic Bookcase, Mobile",263.106,1,0.4,-122.784
